index,train_data_loc,train_label_xy
18,OBJ03728_PS3_K3A_NIA0156.png,"[(487.0550206841294, 326.51181024363973), (491.5722007536682, 349.0310523068241), (456.65648422089527, 356.03486612937536), (452.13930415135644, 333.515624066191)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(448.53552011474216, 366.45966133363805), (453.052700184281, 388.97890339682243), (418.13698365150805, 395.9827172193737), (413.6198035819692, 373.4634751561893)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(438.944190254058, 397.90314367842257), (443.46137032359684, 420.42238574160694), (409.95111111008276, 427.14427605299693), (405.43393104054394, 404.62503398981255)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(411.09375885312636, 419.15492966309233), (415.6109389226652, 441.6741717262767), (382.1006797091511, 448.3960620376667), (377.5834996396123, 425.8768199744823)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(465.2748938529131, 424.29708339987235), (476.27551512950924, 479.13785785639647), (417.7078844532091, 490.88605671978587), (406.70726317661297, 436.04528226326175)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(507.82163548083884, 386.2232228799265), (517.2002201044727, 432.9777498410871), (458.63258942817254, 444.7259487044765), (449.2540048045387, 397.9714217433159)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(499.9891560474974, 356.71557740735466), (503.6962728659575, 375.19645700619003), (473.39183289348983, 381.27528558656934), (469.6847160750297, 362.79440598773397)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(526.7223679332494, 333.0572141854804), (529.6358885453674, 347.5818235458198), (506.0556819178357, 352.3118246317636), (503.1421613057177, 337.7872152714242)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(538.3950054076639, 314.4303363378869), (540.9326024369722, 327.0808751435367), (517.410444134527, 331.79923219917004), (514.8728471052187, 319.14869339352026)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(541.5093507433581, 328.51629357528805), (543.6774957269421, 339.32502401369845), (524.8330410267005, 343.10507109318803), (522.6648960431165, 332.2963406547776)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(734.9268081856364, 304.7464181043365), (739.2786839216327, 326.4415778321186), (704.3629673888597, 333.44539165466983), (700.0110916528635, 311.75023192688775)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(750.6614339733256, 316.32857870279156), (753.9139858370323, 332.5433413676215), (731.9376172734388, 336.9516253497276), (728.6850654097321, 320.73686268489763)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(747.6724591957149, 335.7705055267383), (751.594396046706, 355.3223152718417), (727.1098678369375, 360.2337160432755), (723.1879309859463, 340.68190629817207)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(779.6513342905848, 330.6240047945469), (784.0215944892416, 352.41081554320465), (756.0041531999814, 358.0308904567483), (751.6338930013246, 336.24407970809057)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(771.2537525572657, 357.8768388431711), (775.4448192047339, 378.77032612602636), (741.213759772789, 385.6368032033332), (737.0226931253208, 364.7433159204779)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(781.9824159872865, 379.27565656424736), (786.1734826347547, 400.16914384710265), (751.9424232028098, 407.0356209244095), (747.7513565553415, 386.1421336415542)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(217.90712180077506, 851.5453124465638), (220.33557332453523, 867.5605741561153), (194.45059951488284, 871.4856054937583), (192.02214799112267, 855.4703437842068)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(202.8656970738694, 870.1898103607809), (205.29414859762954, 886.2050720703323), (178.69171453224305, 890.2388944775732), (176.2632630084829, 874.2236327680218)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(189.9982024191975, 888.5377437102478), (192.980549700057, 908.2058621570919), (162.7477328672347, 912.7901725128473), (159.7653855863752, 893.1220540660032)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(157.71605559732168, 917.661668259032), (160.64928955805416, 937.0058919657245), (136.9632667281231, 940.5974884863645), (134.03003276739062, 921.253264779672)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(178.8412032459246, 923.9615126473236), (181.77443720665707, 943.3057363540161), (158.088414376726, 946.8973328746561), (155.15518041599353, 927.5531091679636)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(232.1852808931665, 864.9941554860824), (235.65580368053395, 887.8817157955388), (204.32234946426686, 892.6329197418835), (200.8518266768994, 869.7453594324271)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(216.1685478581504, 890.2224470457242), (218.4749673398211, 905.4329263365647), (192.1149983741362, 909.4299828918635), (189.8085788924655, 894.2195036010229)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(237.99115560650716, 902.3730828548386), (240.47234281254106, 918.7361282219109), (212.57871426643413, 922.9657390752631), (210.09752706040024, 906.6026937081907)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(221.19413380177707, 919.5004657789369), (223.67532100781096, 935.8635111460093), (195.78169246170404, 940.0931219993614), (193.30050525567015, 923.7300766322891)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(260.74528550646386, 908.9156322229942), (263.22647271249775, 925.2786775900665), (235.33284416639086, 929.5082884434187), (232.85165696035696, 913.1452430763463)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(286.625077080997, 915.6971209945442), (289.1062642870309, 932.0601663616166), (261.21263574092404, 936.2897772149687), (258.73144853489015, 919.9267318478963)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(243.0202352243173, 926.6020294374796), (245.80488580724196, 944.9663687783533), (218.30009760211212, 949.1370183773925), (215.51544701918746, 930.7726790365188)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(270.5667969422641, 932.1897687477004), (273.34523201192656, 950.5131177411945), (244.57850783144158, 954.8751192143283), (241.80007276177915, 936.5517702208342)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(192.7810691502648, 948.137358770897), (195.67883581561313, 967.2476811572832), (167.0776107898628, 971.5845874005179), (164.1798441245145, 952.4742650141317)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(496.0687947497964, 557.7557996838108), (505.87558340188707, 606.6450279455186), (447.30795272558686, 618.393226808908), (437.50116407349617, 569.5039985472002)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(563.3153614612672, 585.4709070691745), (573.122150113358, 634.3601353308823), (520.1732531253128, 644.9812611000077), (510.3664644732221, 596.0920328382999)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(511.9709649220001, 603.7186262283252), (517.5240119953078, 631.4019174203984), (481.4324572872383, 638.6415949880769), (475.8794102139307, 610.9583037960037)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(597.8081139061399, 569.8458716638456), (601.8216669602631, 589.8544104796255), (575.3174930154826, 595.1709360521572), (571.3039399613593, 575.1623972363774)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(629.5547004022703, 514.7876617033224), (637.559798903501, 554.6950260575741), (593.5696092333881, 563.5191067027184), (585.5645107321574, 523.6117423484668)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(0.27673343422583585, 890.351841888879), (19.23281382658293, 890.351841888879), (19.232813826582923, 918.9718064028299), (0.27673343422582874, 918.9718064028299)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(238.88353952433405, 955.5938753976718), (240.48480424739083, 966.1539682614234), (221.69407025011392, 969.003274594085), (220.09280552705715, 958.4431817303334)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(256.6241602422049, 956.6317112641765), (257.99742629780116, 965.688188225744), (239.5269750022705, 968.4889289446058), (238.15370894667424, 959.4324519830383)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(786.3619145462477, 369.34710453772806), (786.2264558379819, 375.7806305296779), (774.6311684597525, 375.5364902787191), (774.7666271680183, 369.10296428676924)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(801.7508722869683, 349.32153025629077), (801.643032842588, 355.7555784691172), (787.831873559527, 355.52409314384965), (787.9397130039073, 349.0900449310232)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(798.4823959724883, 354.2591778942056), (798.3745565281081, 360.69322610703205), (784.5633972450471, 360.4617407817645), (784.6712366894274, 354.02769256893805)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(793.9692014525434, 359.73027619160547), (793.8613620081632, 366.1643244044319), (780.0502027251022, 365.93283907916435), (780.1580421694824, 359.4987908663379)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(790.1672744785784, 364.31229005653034), (790.0594350341981, 370.7463382693568), (776.2482757511372, 370.5148529440892), (776.3561151955174, 364.0808047312628)]"
18,OBJ03728_PS3_K3A_NIA0156.png,"[(214.09878642347763, 964.2019256658147), (216.32053944908756, 978.8540427910666), (189.17442653909183, 982.9703051697905), (186.9526735134819, 968.3181880445386)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(698.9497080972674, 11.18978431532559), (759.0053249793693, 11.189784315325603), (759.0053249793693, 55.97275461162314), (698.9497080972674, 55.972754611623124)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(668.0930191035933, -3.552713678800501e-15), (693.4508270531106, 3.552713678800501e-15), (693.4508270531106, 18.619047619047624), (668.0930191035933, 18.619047619047617)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(784.6719916460363, 76.43177936885553), (871.8624678365126, 76.43177936885556), (871.8624678365125, 151.24771230744108), (784.6719916460362, 151.24771230744105)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(879.9100868841315, 93.1048551645839), (919.9577059317505, 93.1048551645839), (919.9577059317505, 132.67628373601252), (879.9100868841315, 132.6762837360125)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(857.0529440269886, 146.43818849791725), (887.1005630746076, 146.43818849791728), (887.1005630746076, 167.9143789741078), (857.0529440269886, 167.91437897410776)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(802.2910392650838, 165.48580754553632), (864.2434202174647, 165.48580754553635), (864.2434202174647, 213.15247421220306), (802.2910392650838, 213.15247421220303)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(769.4338964079409, 182.62866468839348), (803.2910392650838, 182.62866468839348), (803.2910392650838, 208.36180125410885), (769.4338964079409, 208.36180125410885)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(735.624372598417, 138.34295040267915), (796.624372598417, 138.34295040267918), (796.624372598417, 186.0096170693459), (735.624372598417, 186.00961706934586)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(552.8601205563536, 493.9882020855804), (580.5267872230204, 493.9882020855804), (580.5267872230204, 511.9519016031036), (552.8601205563536, 511.9519016031036)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(537.4434538896869, 510.26139351868545), (565.1101205563536, 510.26139351868545), (565.1101205563536, 527.9280601853521), (537.4434538896869, 527.928060185352)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(531.1934538896869, 533.5947268520189), (550.5267872230204, 533.5947268520189), (550.5267872230204, 544.5947268520189), (531.1934538896869, 544.5947268520189)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(527.8601205563536, 486.0947268520189), (553.8601205563536, 486.0947268520189), (553.8601205563536, 502.5113935186855), (527.8601205563536, 502.5113935186855)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(512.0089800492732, 503.57164843391274), (536.7767872230203, 503.57164843391274), (536.7767872230203, 522.094726852019), (512.0089800492732, 522.094726852019)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(506.61012055635365, 481.0678012682341), (528.8601205563536, 481.0678012682341), (528.8601205563536, 497.0947268520189), (506.61012055635365, 497.0947268520189)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(488.2767872230203, 496.5113935186855), (511.77678722302034, 496.5113935186855), (511.7767872230203, 513.7613935186855), (488.2767872230202, 513.7613935186855)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(463.6934538896869, 525.2410269642778), (486.77678722302016, 525.2410269642778), (486.77678722302016, 546.2613935186855), (463.6934538896869, 546.2613935186855)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(448.6934538896869, 500.2613935186855), (476.36012055635354, 500.2613935186855), (476.36012055635354, 521.2613935186855), (448.6934538896869, 521.2613935186855)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(427.4434538896869, 494.0113935186855), (452.19345388968696, 494.0113935186855), (452.1934538896869, 513.7613935186855), (427.44345388968685, 513.7613935186855)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(486.61012055635354, 466.0947268520189), (509.6934538896869, 466.0947268520189), (509.6934538896869, 483.3447268520189), (486.61012055635354, 483.3447268520189)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(458.2937333848556, 464.42806018535225), (482.1934538896869, 464.42806018535225), (482.1934538896869, 484.86568684350505), (458.2937333848556, 484.86568684350505)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(494.12295058015246, 444.0113935186855), (528.0267872230203, 444.0113935186855), (528.0267872230203, 468.7613935186855), (494.1229505801524, 468.7613935186855)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(472.02678722302016, 446.9280601853522), (494.2767872230202, 446.9280601853522), (494.27678722302016, 462.9280601853522), (472.0267872230201, 462.9280601853522)]"
19,OBJ03785_PS3_K3A_NIA0158.png,"[(487.8405480517349, 429.3997930626949), (509.6934538896869, 429.3997930626949), (509.6934538896869, 444.5947268520189), (487.8405480517349, 444.5947268520189)]"
20,OBJ03807_PS3_K3A_NIA0159.png,"[(725.7083363770357, 613.9956230785816), (753.9464915861381, 613.9956230785817), (753.9464915861381, 640.6773445360012), (725.7083363770357, 640.6773445360011)]"
20,OBJ03807_PS3_K3A_NIA0159.png,"[(750.9002154754854, 640.6549968571893), (779.1383706845878, 640.6549968571894), (779.1383706845878, 667.3367183146089), (750.9002154754854, 667.3367183146088)]"
21,OBJ03810_PS3_K3A_NIA0159.png,"[(500.0917760831064, 497.45737299641746), (526.5133891073419, 497.45737299641746), (526.5133891073419, 526.5997854543818), (500.09177608310637, 526.5997854543818)]"
21,OBJ03810_PS3_K3A_NIA0159.png,"[(525.0361871253931, 524.5337849824894), (553.8030011877923, 524.5337849824894), (553.8030011877922, 554.1025976292108), (525.036187125393, 554.1025976292108)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(416.1723648557339, 412.6943614362384), (458.7395662896073, 412.6943614362384), (458.7395662896073, 475.7847018877112), (416.1723648557339, 475.7847018877112)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(460.1689312271847, 371.80132071017545), (502.7361326610581, 371.80132071017545), (502.7361326610581, 434.89166116164824), (460.1689312271847, 434.89166116164824)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(388.16015516566654, 403.45534081436244), (403.2527807443073, 403.45534081436244), (403.2527807443073, 437.4680243015939), (388.16015516566654, 437.4680243015939)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(414.58539408732463, 381.975011004143), (432.9972535522214, 381.9750110041431), (432.9972535522214, 413.7514700243218), (414.58539408732463, 413.75147002432175)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(424.4948586829464, 352.56769347144234), (440.5963006477491, 352.56769347144234), (440.5963006477491, 387.9868620757052), (424.4948586829464, 387.9868620757052)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(460.55574926841734, 314.06799005243477), (476.65719123322003, 314.06799005243477), (476.65719123322003, 349.4871586566976), (460.55574926841734, 349.4871586566976)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(510.7637032195678, 316.5720181687283), (520.2111800012397, 316.5720181687283), (520.2111800012397, 341.22927149367945), (510.7637032195678, 341.22927149367945)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(525.3445560906484, 297.40031691778063), (532.4072969385916, 297.40031691778063), (532.4072969385916, 321.71737615613597), (525.3445560906484, 321.71737615613597)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(526.8964732871956, 321.091711497133), (533.7606256751957, 321.091711497133), (533.7606256751957, 336.39148443516456), (526.8964732871956, 336.39148443516456)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(479.27765953509834, 347.2767583377198), (496.7329864339886, 347.2767583377198), (496.7329864339886, 369.7538392513019), (479.27765953509834, 369.7538392513019)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(710.8840059496764, 285.67799865420034), (728.8307030086473, 285.67799865420034), (728.8307030086472, 326.7499408539709), (710.8840059496763, 326.7499408539709)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(737.4343436992224, 294.16676154338086), (750.9024305075279, 294.16676154338086), (750.9024305075279, 321.60701522733484), (737.4343436992224, 321.60701522733484)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(762.9346705536218, 310.8651460216503), (778.8313567176883, 310.8651460216503), (778.8313567176883, 343.1608629256963), (762.9346705536218, 343.1608629256963)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(732.2735632644035, 324.55349438337294), (745.7426238120247, 324.55349438337294), (745.7426238120247, 346.7101894496411), (732.2735632644035, 346.7101894496411)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(748.9702058476412, 342.46443824539153), (763.9570359315248, 342.46443824539153), (763.9570359315248, 379.7944162519102), (748.9702058476412, 379.7944162519102)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(759.291766717279, 377.07202469064794), (773.9909560554534, 377.07202469064794), (773.9909560554534, 401.64379180373714), (759.291766717279, 401.64379180373714)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(170.21636157246888, 867.3283111902641), (187.25233267235416, 867.3283111902642), (187.25233267235416, 898.9894184794827), (170.21636157246888, 898.9894184794825)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(187.47729453934087, 849.7209426294178), (198.4166289370003, 849.7209426294178), (198.4166289370003, 877.3927105253649), (187.47729453934087, 877.3927105253649)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(202.95963584379768, 830.2812706736547), (214.1826291231855, 830.2812706736547), (214.1826291231855, 857.9638900648702), (202.95963584379768, 857.9638900648702)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(203.56678648318822, 899.1927506738963), (216.30741234249854, 899.1927506738963), (216.3074123424985, 928.3933642341636), (203.5667864831882, 928.3933642341636)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(221.47773034520682, 882.8106524797709), (233.9328990581855, 882.8106524797709), (233.93289905818548, 911.6967216509261), (221.4777303452068, 911.6967216509261)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(242.7280027238731, 887.9711009734644), (255.18316835045033, 887.9711009734644), (255.18316835045033, 918.071803364526), (242.7280027238731, 918.071803364526)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(267.01402829949154, 895.8643916009871), (279.73381850773717, 895.8643916009871), (279.73381850773717, 926.2683369962972), (267.01402829949154, 926.2683369962972)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(252.13883763442527, 916.7682280448307), (265.7880107105784, 916.7682280448307), (265.7880107105784, 943.233901442632), (252.13883763442527, 943.233901442632)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(225.7277848209401, 914.3396254872688), (240.0015683422883, 914.3396254872688), (240.0015683422883, 935.9369749326671), (225.7277848209401, 935.9369749326671)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(228.4599626981972, 936.804199144716), (238.163720747693, 936.804199144716), (238.16372074769296, 958.4154110430957), (228.45996269819716, 958.4154110430957)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(244.85302996173965, 937.1077744644112), (252.73743438731174, 937.1077744644112), (252.73743438731174, 959.3251467383127), (244.85302996173965, 959.3251467383127)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(208.12041627861663, 846.9459045149276), (228.46213405067033, 846.9459045149277), (228.46213405067033, 882.8106524997927), (208.12041627861663, 882.8106524997926)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(200.83460860593107, 876.9998611647554), (211.44909697578237, 876.9998611647554), (211.44909697578237, 898.0043563384977), (200.83460860593107, 898.0043563384977)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(140.1195446668848, 896.4286816252503), (156.21330487350207, 896.4286816252503), (156.21330487350207, 927.4462332343202), (140.1195446668848, 927.4462332343202)]"
22,OBJ03859_PS3_K3A_NIA0162.png,"[(161.36981704555097, 902.1966126994595), (176.25102617655807, 902.1966126994595), (176.25102617655807, 931.3830562474237), (161.36981704555097, 931.3830562474237)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(641.193249318693, 269.35963775330765), (696.6460818676637, 269.3596377533077), (696.6460818676637, 325.39895899031035), (641.193249318693, 325.3989589903103)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(742.8432672855542, 260.620486261266), (798.296099834525, 260.6204862612661), (798.296099834525, 316.6598074982687), (742.8432672855542, 316.65980749826866)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(424.4888960840584, 424.1860153246913), (479.941728633029, 424.18601532469137), (479.941728633029, 480.225336561694), (424.4888960840584, 480.22533656169395)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(524.2239747812689, 415.8082687141256), (579.3576354409006, 415.8082687141256), (579.3576354409006, 472.02087423063745), (524.2239747812689, 472.02087423063745)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(651.8848755136983, 405.03688021482685), (706.633955346595, 405.03688021482685), (706.633955346595, 463.6358895834261), (651.8848755136983, 463.6358895834261)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(753.614655784853, 397.05807391905), (806.7615713652286, 397.05807391905006), (806.7615713652286, 454.05426153471365), (753.614655784853, 454.0542615347136)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(434.4624039537796, 560.2246626676863), (489.9152365027502, 560.2246626676863), (489.9152365027502, 616.263983904689), (434.4624039537796, 616.263983904689)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(536.5911245397231, 552.2458563719094), (592.0439570886938, 552.2458563719094), (592.0439570886938, 608.2851776089121), (536.5911245397231, 608.2851776089121)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(686.5926829003274, 558.177951991469), (796.7836119820615, 558.177951991469), (796.7836119820615, 671.0780927989313), (686.5926829003274, 671.0780927989313)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(888.8965053748973, 662.0144871431418), (921.3365045709379, 662.0144871431418), (921.3365045709379, 699.101816427716), (888.8965053748973, 699.101816427716)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(892.4874852216496, 702.5867373581606), (924.9274844176903, 702.5867373581606), (924.9274844176903, 739.6740666427348), (892.4874852216496, 739.6740666427348)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(778.3874685994456, 763.4241571997297), (845.6724027485948, 763.4241571997297), (845.6724027485948, 839.1285554843071), (778.3874685994456, 839.1285554843071)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(673.2796391258371, 772.1152171770966), (744.9248845280531, 772.1152171770966), (744.9248845280531, 845.2402031932047), (673.2796391258371, 845.2402031932047)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(538.3461683621472, 679.2268646906082), (607.3547312239348, 679.2268646906082), (607.3547312239348, 753.5249851019694), (538.3461683621472, 753.5249851019694)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(546.9754173755496, 788.6686795652024), (615.983980237337, 788.6686795652024), (615.9839802373369, 862.9667999765636), (546.9754173755495, 862.9667999765636)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(440.1263014350293, 686.4137778482587), (478.2378330104658, 686.4137778482587), (478.2378330104658, 726.2905344028512), (440.1263014350293, 726.2905344028512)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(443.91225228780587, 740.4253947069069), (482.06422008092153, 740.4253947069069), (482.06422008092153, 781.552114709594), (443.91225228780587, 781.552114709594)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(789.076887861708, 907.5336855052938), (858.5968389174598, 907.5336855052938), (858.5968389174598, 983.4425614760439), (789.076887861708, 983.4425614760439)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(688.528718885729, 915.7789662032542), (758.0052595861494, 915.7789662032542), (758.0052595861494, 989.9394818334347), (688.528718885729, 989.9394818334347)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(514.5299344188282, 330.78766621426905), (531.214461543703, 330.7876662142691), (531.2144615437029, 348.6128862209529), (514.5299344188281, 348.6128862209528)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(539.2548313777232, 328.64924580656043), (555.939358502598, 328.6492458065605), (555.9393585025979, 346.47446581324425), (539.2548313777231, 346.4744658132442)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(564.3500747775228, 327.2233797042991), (581.0346019023975, 327.22337970429913), (581.0346019023974, 345.0485997109829), (564.3500747775227, 345.04859971098284)]"
23,OBJ03896_PS3_K3A_NIA0164.png,"[(502.5083756902186, 353.5507904075866), (518.1181359608167, 353.5507904075866), (518.1181359608167, 369.13558831804545), (502.5083756902186, 369.13558831804545)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(849.3746284030487, 823.2085639991574), (897.4055572994548, 823.2085639991574), (897.4055572994548, 881.8770039495812), (849.3746284030487, 881.8770039495812)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(837.3403315386914, 687.5454609190722), (888.7257283927457, 687.5454609190722), (888.7257283927457, 743.1457450358182), (837.3403315386914, 743.1457450358182)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(619.2350535979025, 844.88045536316), (667.2635172764406, 839.6251941089665), (673.3114743279147, 894.8981998694877), (625.2830106493766, 900.1534611236812)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(519.4802597965776, 851.2727179785413), (567.6779177877207, 847.9056928317289), (571.5528200036489, 903.3734139235141), (523.3551620125057, 906.7404390703266)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(748.7142657372593, 831.7018751436855), (797.0293885682164, 831.7018751436855), (797.0293885682164, 887.3047792971475), (748.7142657372593, 887.3047792971475)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(738.2682119986254, 693.4452815441165), (786.5833348295824, 693.4452815441165), (786.5833348295824, 749.0481856975786), (738.2682119986254, 749.0481856975786)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(498.92905745052803, 665.2400235116814), (511.12733458715513, 665.2400235116814), (511.12733458715513, 682.3707210669257), (498.92905745052803, 682.3707210669257)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(657.6381603029442, 752.1635719586991), (670.445708257449, 752.1635719586991), (670.445708257449, 769.9762350202964), (657.6381603029442, 769.9762350202964)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(634.3679313363227, 754.4439042932831), (646.2350543310863, 754.4439042932831), (646.2350543310863, 772.5734155698588), (634.3679313363227, 772.5734155698588)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(609.4816514194413, 755.3950199091673), (621.6415816019864, 755.3950199091673), (621.6415816019864, 773.5314660745557), (609.4816514194413, 773.5314660745557)]"
24,OBJ03902_PS3_K3A_NIA0164.png,"[(598.8190158800987, 779.6304447022097), (608.3904545051739, 779.6304447022097), (608.3904545051739, 795.1468884277739), (598.8190158800987, 795.1468884277739)]"
25,OBJ03906_PS3_K3A_NIA0165.png,"[(410.8152424475105, 619.9425269399496), (440.9612375544093, 619.9425269399497), (440.9612375544093, 648.4089026451779), (410.8152424475105, 648.4089026451778)]"
